id,created_at,user_name,text,lang
1410324143187374089,2021-06-30 19:47:32+00:00,Roberto Croci,"RT @msft4startupsME: ❓What is product-market fit❓We'll be asking some of our brilliant in-program startups - Anuscha Iqbal, ​Alaa Bakhit, R…",en
1410324110908047360,2021-06-30 19:47:25+00:00,Rick Roth,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410324110656163842,2021-06-30 19:47:25+00:00,Shawn Doolittle,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410324057850011650,2021-06-30 19:47:12+00:00,moonpup,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410324023687274496,2021-06-30 19:47:04+00:00,Jltech,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410324011779858436,2021-06-30 19:47:01+00:00,Cory Chainsman,"Got oen of the new M1 MacBook Pros for work, and I think it just *might* be able to run Microsoft Teams without being unbearably laggy.",en
1410324010324406273,2021-06-30 19:47:01+00:00,Arjan Mensch,"@crod And when we’re working hard to be able to get rid of that 4 server overhead that adfs is, they pull this out… https://t.co/A5937jAvOB",en
1410324006041899009,2021-06-30 19:47:00+00:00,🇺🇸Randy Slye🇺🇸Parler/Gab @ CJ5Rippin🇺🇸,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410324000182607877,2021-06-30 19:46:58+00:00,JC Denton,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323932771586048,2021-06-30 19:46:42+00:00,martha majestic,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
1410323929214771202,2021-06-30 19:46:41+00:00,Battle Beagle,RT @disclosetv: JUST IN - Federal law enforcement agencies conduct clandestine surveillance of thousands of US citizens with the help of Mi…,en
