Date,Adj Close,Close,Volume
2021-08-18,290.7300109863281,290.7300109863281,21813000.0
2021-08-19,296.7699890136719,296.7699890136719,29850500.0
2021-08-20,304.3599853515625,304.3599853515625,40796100.0
2021-08-21,304.50498962402344,304.3599853515625,40796100.0
2021-08-22,304.5774917602539,304.3599853515625,40796100.0
2021-08-23,304.6499938964844,304.6499938964844,22830200.0
2021-08-24,302.6199951171875,302.6199951171875,18175800.0
2021-08-25,302.010009765625,302.010009765625,20006100.0
2021-08-26,299.0899963378906,299.0899963378906,17666100.0
2021-08-27,299.7200012207031,299.7200012207031,22597000.0
2021-08-28,301.6549987792969,299.7200012207031,22597000.0
2021-08-29,302.62249755859375,299.7200012207031,22597000.0
2021-08-30,303.5899963378906,303.5899963378906,16348100.0
2021-08-31,301.8800048828125,301.8800048828125,26285300.0
2021-09-01,301.8299865722656,301.8299865722656,18983800.0
2021-09-02,301.1499938964844,301.1499938964844,16285600.0
2021-09-03,301.1400146484375,301.1400146484375,14747900.0
2021-09-04,300.6600036621094,301.1400146484375,14747900.0
2021-09-05,300.4199981689453,301.1400146484375,14747900.0
2021-09-06,300.2999954223633,301.1400146484375,14747900.0
2021-09-07,300.17999267578125,300.17999267578125,17180400.0
2021-09-08,300.2099914550781,300.2099914550781,15046800.0
2021-09-09,297.25,297.25,19927000.0
2021-09-10,295.7099914550781,295.7099914550781,19619400.0
2021-09-11,296.34999084472656,295.7099914550781,19619400.0
2021-09-12,296.6699905395508,295.7099914550781,19619400.0
2021-09-13,296.989990234375,296.989990234375,23652900.0
2021-09-14,299.7900085449219,299.7900085449219,21853400.0
2021-09-15,304.82000732421875,304.82000732421875,28356300.0
2021-09-16,305.2200012207031,305.2200012207031,19550800.0
2021-09-17,299.8699951171875,299.8699951171875,41372500.0
2021-09-18,297.0849914550781,299.8699951171875,41372500.0
2021-09-19,295.69248962402344,299.8699951171875,41372500.0
2021-09-20,294.29998779296875,294.29998779296875,38278700.0
2021-09-21,294.79998779296875,294.79998779296875,22364100.0
2021-09-22,298.5799865722656,298.5799865722656,26626300.0
2021-09-23,299.5599975585937,299.5599975585937,18604600.0
2021-09-24,299.3500061035156,299.3500061035156,14999000.0
2021-09-25,296.760009765625,299.3500061035156,14999000.0
2021-09-26,295.4650115966797,299.3500061035156,14999000.0
2021-09-27,294.1700134277344,294.1700134277344,23571700.0
2021-09-28,283.5199890136719,283.5199890136719,43186200.0
2021-09-29,284.0,284.0,26353700.0
